16500	0.072829638
16510	0.073297895
16520	0.073371411
16530	0.072685299
16540	0.081448754
16550	0.081759396
16560	0.080750381
16570	0.080422256
16580	0.080932185
16590	0.080537774
16600	0.080161272
16610	0.080582214
16620	0.082518098
16630	0.081659988
16640	0.080780171
16650	0.084090572
16660	0.084545039
16670	0.083656407
16680	0.086204145
16690	0.086138912
16700	0.086371411
16710	0.086335551
16720	0.086378704
16730	0.086012147
16740	0.085747681
16750	0.086371568
16760	0.084553158
16770	0.084414325
16780	0.084404705
16790	0.08273815
16800	0.084876632
16810	0.084301277
16820	0.084928245
16830	0.085819109
16840	0.085675659
16850	0.083907629
16860	0.083653303
16870	0.086012762
16880	0.085567472
16890	0.085640269
16900	0.085491418
16910	0.085419132
16920	0.085894585
16930	0.086036556
16940	0.086029362
16950	0.087889144
16960	0.087695651
16970	0.088836511
16980	0.088881736
16990	0.094569776
17000	0.094583918
17010	0.094601384
17020	0.09425783
17030	0.093003019
17040	0.090128562
17050	0.090458596
17060	0.090703023
17070	0.090189928
17080	0.089799889
17090	0.090059393
17100	0.090536752
17110	0.090220164
17120	0.08997757
17130	0.090041997
17140	0.089146567
17150	0.088325722
17160	0.096408909
17170	0.097107419
17180	0.097164402
17190	0.095206102
17200	0.096823213
17210	0.096778368
17220	0.101809758
17230	0.099769036
17240	0.098892788
17250	0.099063276
17260	0.099016804
17270	0.100499749
17280	0.100513397
17290	0.101370799
17300	0.100865864
17310	0.100984614
17320	0.100916325
17330	0.099305345
17340	0.098040704
17350	0.098371611
17360	0.099615189
17370	0.099523476
17380	0.099892023
17390	0.098697746
17400	0.097603855
17410	0.097418388
17420	0.097688846
17430	0.096871049
17440	0.097059514
17450	0.096295969
17460	0.096202772
17470	0.101946985
17480	0.102805144
17490	0.102318406
17500	0.103344834
17510	0.106850042
17520	0.106612891
17530	0.10684549
17540	0.10756632
17550	0.105877479
17560	0.106144198
17570	0.106203699
17580	0.106207504
17590	0.105963646
17600	0.106058444
17610	0.106322852
