,loss,acc,val_loss,val_acc
0,3.5237317085266113,0.2380952388048172,48.098751068115234,0.20000000298023224
1,3.0100550651550293,0.2380952388048172,4220.8193359375,0.30000001192092896
2,2.7080259323120117,0.523809552192688,30261.119140625,0.15000000596046448
3,2.6394290924072266,0.523809552192688,17445.958984375,0.15000000596046448
4,2.0310792922973633,0.9047619104385376,23582.1171875,0.15000000596046448
5,2.0757968425750732,0.8095238208770752,2778.572509765625,0.15000000596046448
6,1.7996270656585693,1.0,919.9232177734375,0.15000000596046448
7,1.7368333339691162,1.0,387.0356140136719,0.15000000596046448
8,1.9294558763504028,0.9523809552192688,91.02992248535156,0.15000000596046448
9,1.682828664779663,1.0,62.409706115722656,0.15000000596046448
10,1.6202915906906128,1.0,25.922603607177734,0.15000000596046448
11,1.6542036533355713,1.0,23.17452621459961,0.15000000596046448
12,1.5825002193450928,1.0,33.15458679199219,0.15000000596046448
13,1.5485143661499023,1.0,21.597448348999023,0.15000000596046448
14,1.5416501760482788,1.0,13.0787992477417,0.30000001192092896
15,1.5047045946121216,1.0,8.649482727050781,0.3499999940395355
16,1.4589096307754517,1.0,10.378141403198242,0.3499999940395355
17,1.4287378787994385,1.0,6.20931339263916,0.4000000059604645
18,1.3884129524230957,1.0,6.2575273513793945,0.4000000059604645
19,1.3550864458084106,1.0,4.308993816375732,0.4000000059604645
20,1.3351771831512451,1.0,4.0383076667785645,0.44999998807907104
21,1.3116309642791748,1.0,3.5436978340148926,0.44999998807907104
22,1.2820731401443481,1.0,3.0163214206695557,0.6000000238418579
23,1.2475247383117676,1.0,4.32624626159668,0.4000000059604645
24,1.2265061140060425,1.0,10.641599655151367,0.30000001192092896
25,1.1901639699935913,1.0,4.238700866699219,0.3499999940395355
26,1.1833791732788086,1.0,3.6426291465759277,0.44999998807907104
27,1.145211100578308,1.0,3.3579635620117188,0.44999998807907104
28,1.1402232646942139,1.0,2.3339762687683105,0.5
29,1.1081717014312744,1.0,3.28192138671875,0.550000011920929
30,1.099622368812561,1.0,4.783717155456543,0.5
31,1.06966233253479,1.0,3.989750385284424,0.5
32,1.0489225387573242,1.0,3.549748182296753,0.6000000238418579
33,1.0363762378692627,1.0,3.2403252124786377,0.6000000238418579
34,1.0198428630828857,1.0,2.7788712978363037,0.6000000238418579
35,1.0114578008651733,1.0,2.8348536491394043,0.6000000238418579
36,0.9889740943908691,1.0,2.248340129852295,0.6000000238418579
37,0.9786078333854675,1.0,2.3710765838623047,0.6000000238418579
38,0.9607630968093872,1.0,2.315394639968872,0.6000000238418579
39,0.9540603160858154,1.0,8.203659057617188,0.3499999940395355
40,0.9388531446456909,1.0,5.148064613342285,0.44999998807907104
41,0.9279711842536926,1.0,1.7776782512664795,0.6499999761581421
42,0.9138948321342468,1.0,1.5534948110580444,0.8999999761581421
43,0.9092892408370972,1.0,1.5263891220092773,0.8999999761581421
44,0.901848316192627,1.0,1.3823442459106445,0.8999999761581421
45,0.8929966688156128,1.0,1.3604172468185425,0.8999999761581421
46,0.8849894404411316,1.0,1.4205937385559082,0.8999999761581421
47,0.875199556350708,1.0,1.5706746578216553,0.8999999761581421
48,0.8666055798530579,1.0,1.7313363552093506,0.8500000238418579
49,0.8599346876144409,1.0,1.8859813213348389,0.8500000238418579
50,0.8500491380691528,1.0,1.779137372970581,0.8500000238418579
51,0.8468499183654785,1.0,1.7662763595581055,0.8500000238418579
52,0.843579888343811,1.0,2.0612611770629883,0.75
53,0.8349095582962036,1.0,1.8450130224227905,0.800000011920929
54,0.8307045698165894,1.0,1.7988353967666626,0.8500000238418579
55,0.82319176197052,1.0,1.590385913848877,0.8500000238418579
56,0.8220910429954529,1.0,1.48946213722229,0.8500000238418579
57,0.8190798759460449,1.0,1.460113763809204,0.8999999761581421
58,0.8192912340164185,1.0,1.5187797546386719,0.8500000238418579
59,0.8088870048522949,1.0,1.488987922668457,0.8500000238418579
60,0.8026823997497559,1.0,1.5042303800582886,0.8500000238418579
61,0.8003615140914917,1.0,1.4819555282592773,0.8500000238418579
62,0.7977308630943298,1.0,1.6113208532333374,0.8500000238418579
63,0.7928017973899841,1.0,1.5666029453277588,0.8999999761581421
64,0.7904404401779175,1.0,1.5165505409240723,0.8999999761581421
65,0.7852271199226379,1.0,1.5286798477172852,0.8500000238418579
66,0.7807804346084595,1.0,1.4308903217315674,0.8500000238418579
67,0.7770325541496277,1.0,1.3715577125549316,0.8500000238418579
68,0.7771530151367188,1.0,1.3718643188476562,0.8999999761581421
69,0.7729384303092957,1.0,1.4538453817367554,0.8999999761581421
70,0.7714810371398926,1.0,1.4322423934936523,0.8999999761581421
71,0.7701719999313354,1.0,1.4009449481964111,0.8999999761581421
72,0.7706553936004639,1.0,1.481295108795166,0.8500000238418579
73,0.7662056684494019,1.0,1.4928677082061768,0.8500000238418579
74,0.7618539929389954,1.0,1.4074074029922485,0.8999999761581421
75,0.762178897857666,1.0,1.4596060514450073,0.8500000238418579
76,0.7570574283599854,1.0,1.4594345092773438,0.8500000238418579
77,0.7611543536186218,1.0,1.2637566328048706,0.8500000238418579
78,0.7576548457145691,1.0,1.4387900829315186,0.8500000238418579
79,0.7565526366233826,1.0,1.366318702697754,0.8500000238418579
80,0.7546759247779846,1.0,1.3735722303390503,0.8500000238418579
81,0.7523410320281982,1.0,1.5581094026565552,0.8500000238418579
82,0.7520147562026978,1.0,1.5065643787384033,0.8500000238418579
83,0.7552298307418823,1.0,1.5448698997497559,0.8500000238418579
84,0.7483081817626953,1.0,1.496912956237793,0.8500000238418579
85,0.7475807666778564,1.0,1.5379412174224854,0.8500000238418579
86,0.7456223964691162,1.0,1.530200481414795,0.8500000238418579
87,0.746645987033844,1.0,1.5753955841064453,0.8500000238418579
88,0.7455345392227173,1.0,1.591907024383545,0.8500000238418579
89,0.7436062693595886,1.0,1.7076736688613892,0.8500000238418579
90,0.740429162979126,1.0,1.6196010112762451,0.8500000238418579
91,0.7397854328155518,1.0,1.4779558181762695,0.8500000238418579
92,0.7452191114425659,1.0,1.80756413936615,0.75
93,0.7385475039482117,1.0,1.5953073501586914,0.800000011920929
94,0.7366152405738831,1.0,1.683205008506775,0.800000011920929
95,0.7375999689102173,1.0,1.6557105779647827,0.75
96,0.738115668296814,1.0,1.7827247381210327,0.800000011920929
97,0.7376635670661926,1.0,1.7906749248504639,0.800000011920929
98,0.7327215671539307,1.0,1.7337688207626343,0.800000011920929
99,0.7332031726837158,1.0,1.6643861532211304,0.800000011920929
